"VARIABLE TYPE","VARIABLE ABBREV","VARIABLE LABEL","VARIABLE NAME","VARIABLE DATA TYPE","VARIABLE ONTOLOGY ID","PROPERTY","PROPERTY ONTOLOGY ID","METHOD","FORMULA","METHOD ONTOLOGY ID","UNIT","SCALE ONTOLOGY ID","SCALE VALUE LIST","B4R VARIABLE ID","B4R RECORD COUNT"
"observation","YLD_FILLED1_CONT","GRNWT FILLED1","Weight of filled grains from 1st sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 1","","","grams","","","1841","968"
"observation","FILL1_CONT","FILLED GRAINS OF 1ST SAMPLE","Filled grains of 1st sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 1 were counted manually","","","","","","1791","962"
"observation","BS_SCOR_0_9","BS 0-9","Brown spot","integer","","Brown spot","CO_320:0000177","At growth stages: 2 and 5-9
This scale may be used for eyespot disease caused by Drechslera gigantea","","CO_320:0000342","","","0: No disease observed; 1: Less than 1%; 2: 1-3%; 3: 4-5%; 4: 6-10%; 5: 11-15%; 6: 16-25%; 7: 26-50%; 8: 51-75%; 9: 76-100%","50","934"
"observation","RTD","RTD","RTD","integer","","Rice tungro disease","","","","","","","","1885","930"
"observation","YLD_INNER_TON_HA","YLD INNER TON/HA","yield inner ton/ha","float","","Grain yield","CO_320:0000073","Computed","YLD_INNER_TON_HA = AYLD_INNER / HV_AREA_SQM_INNER","","","","","2148","910"
"observation","MC_INNER","MC_Inner","moisture content from inner plants","float","","moisture content","","Record moisture content after drying at 50 degress C from inner plot","","","","","","2135","905"
"observation","RTDNO","RTDNO","RTDNO","integer","","RTDNO","","","","","","","","1883","887"
"observation","BPH_FLD_SCOR_0_9","BPH FLD 0-9","Brown planthopper - field","integer","","Brown planthopper","CO_320:0000196","At growth stage: 3-9 (field)

Test evaluation for resistance can be considered valid if hopper population is uniformly distributed at a high level across the screening box or field 
For field screening, a minimum of the following hopper density on susceptible check is necessary:
a) 10 hoppers/hill at 10-15 days after transplanting
b) 25 hoppers/hill at maximum tillering
c) 100 hoppers/hill at early booting stage","","CO_320:0000370","","CO_320:0000371","0: No injury; 1: slight yellowing of a few plants; 3: Leaves partially yellow but with no hopperburn; 5: Leaves with pronounced yellowing and some stunting or wilting and 10-25% of plants with hopperburn, remaining plants severely stunted; 7: More than half the plants wilting or with hopperburn, remaining plants severely stunted; 9: All plants dead","42","869"
"observation","YLD_0_CONT6_ENT","YLD_0_CONT6_ENT","Average grain yield without MC","float","","Grain yield 2","","Average of grain yield in kg/ha observed from all replications, without MC","YLD_0_CONT6_ENT = AVE(YLD_0_CONT6)","","kg/ha","","","1579","865"
"observation","PANNO6_CONT","PANNO6","Number of panicle for sample 6","integer","","Number of panicles","CO_320:0000009","For plant sample 6 - Count the number of panicles.","","","count","","","663","856"
"observation","DRS_SCOR4_0_9","Drought Sensitivity (Reproductive Stage)","Drought Sensitivity(Leaf rolling at reproductive stage)","integer","","Drought Sensitivity","CO_320:0000060","30 days after transplanting drain the water on the field until the plants look stressed. Do a visual evaluation on how stress the plant is through leaf rolling.","","","","","0: No Symptoms; 1: Slight tip drying; 3: Tip drying extended up to 1/4 length in most leaves; 5: One-fourth to 1/2 of all leaves dried; 7: More than 2/3 of all leaves fully dried; 9: All plants apparently dead ","1423","834"
"observation","SHOOT_K_DERIVED","Shoot K-derived","Shoot K-derived","float","","Shoot derived","","Convert the shoot potassium (K) from ppm to mmol/g with dilution factor of 10
","","","","","","1590","809"
"observation","SHOOT_NA_DERIVED","Shoot Na-derived","Shoot Na-derived","float","","Shoot derived","","Convert the shoot sodium (Na) from ppm  to mmol/g with dilution factor of 10
","","","mmol/g","","","1589","803"
"observation","PANNO7_CONT","PANNO7","Number of panicle for sample 7","integer","","Number of panicles","CO_320:0000009","For plant sample 7 - Count the number of panicles.","","","count","","","664","803"
"observation","PANNO10_CONT","PANNO10","Number of panicle for sample 10","integer","","Number of panicles","CO_320:0000009","For plant sample 10 - Count the number of panicles.","","","count","","","667","796"
"observation","SHOOT_NA","Shoot Na","Shoot Na","float","","Shoot concentration","","Measure the shoot sodium (Na) concentration of 1 g  ground sample using flame emission spectrophotometry in relation to external standards
","","","","","","1581","793"
"observation","SHOOT_NA_K_RATIO","Shoot Na-K Ratio","Shoot Na-K Ratio","float","","Shoot Ratio","","Divide the Na in mmol/g with K in mmol/g
","","","","","","1591","792"
"observation","SHOOT_K","Shoot K","Shoot K","float","","Shoot concentration","","Measure the shoot potassium (K) concentration of 1 g ground sample using flame emission spectrophotometry in relation to external standards
","","","","","","1582","791"
"observation","SHOOT_DRYWT","Shoot Dry Weight","Shoot Dry Weight","float","","Shoot Weight","","Measure the shoot dry weight after 5 days at 50°C in a convection oven
","","","grams","","","1584","782"
"observation","TOTBM_CONT_KG","TOTBM_KG","Total biomass in Kg","float","","yield (biomass)","CO_320:0000089","Total biomass expressed in kilograms computed by TOTBM_CONT/1000","TOTBM_CONT_KG = TOTBM_CONT / 1000.0","","kg","","","752","748"
"observation","GRNYLD_P4_CONT","GRNWT_P4_G","Grain Weight Of 4th Plant In Grams","float","","grain weight","CO_320:0000100","Grains from a single plant are weighed. Measured in grams.","","","grams","","","1443","740"
"observation","HT_CONT_ADJ_MEAN","HT_CONT_ADJ_MEAN","Plant height_AVG","float","","Plant height","CO_320:0000076","Predicted Mean for HT_CONT","","CO_320:0000479","cm","CO_320:0000480","","1380","715"
"observation","TPLYLD_CONT_BM","TOTAL_AYLD_BM_G","Total plot yield with biomass samples in grams","float","","Grain yield 2","","Total of actual plot yield and grain weight from biomass samples","TPLYLD_CONT_BM = AYLD_CONT + GRNWT_BM_CONT","","grams","","","419","666"
"observation","STRWWT_CONT_KG","STRWWT_KG","Straw weight in Kg","float","","Straw weight","","Straw weight expressed in kilogram;
computed by STRWWT_CONT/1000","","","kg","","","753","665"
"observation","SPFERT_PERC","SpFERT PERC","Spikelet fertility_PERC","float","","Spikelet fertility_PERC","","Measured and recorded in percentage.","","","percent","","","1239","662"
"observation","ADJAYLD_KG_CONT5","Corrected AYLD(Kg)w/MC_Harvester","Corrected Plot Yield in Kg adjusted to 14%MC from harvester","float","","Grain yield","CO_320:0000073","Adjusted plotyield computation in kg using harvested hills and plotyield from harvester used by IRSEA","ADJAYLD_KG_CONT5 = ( GRNYLD_HARV_CON/HVHILL_CONT) * TOTAL_HILL_CONT *MF_HARV_CONT","","kg","","","1898","642"
"observation","FERTI_FGP_CONT","FERT FGP","FILLED GRAIN PER PANICLE","integer","","fertility","CO_320:0000097","Count of number of filled grains","","","","","","714","633"
"observation","UNF_GP_CONT","UNF GP","No. of unfilled grains per panicle","integer","","unfilled grain","CO_320:0000012","Count the number of unfilled grains per panicle","","","","","","1361","633"
"observation","YLD_0_CONT5","GYKGPHA in kg/ha with TPL used in DRT & RFSA","GYKGPHA in kg/ha without MC but with TPL using different formula used by DRT and RFSA","float","","Grain yield 2","","","YLD_0_CONT5 = TPLYLD_CONT_PS *10/HV_AREA_SQM","","","","","1477","632"
"observation","NODALROOT1_CONT","NDRT1_COUNT","NODALROOT1_COUNT","integer","","nodal rooting","CO_320:0000007","Count the number of Nodal roots for Plant sample 1","","","","","","1499","630"
"observation","FILL3PAN_G_CONT","FILLED GRAINS OF 3PANICLES(G)","FILLED GRAINS OF 3PANICLES(G)","float","","grain filling","CO_320:0000072","","","","","","","1732","630"
"observation","UNF3PAN_G_CONT","UNFILLED GRAINS OF 3PANICLES(G)","UNFILLED GRAINS OF 3PANICLES(G)","float","","unfilled grain","CO_320:0000012","","","","","","","1733","630"
"observation","NODALROOT3_CONT","NDRT3_COUNT","NODALROOT3_COUNT","integer","","nodal rooting","CO_320:0000007","Count the number of Nodal roots for Plant sample 3","","","","","","1501","629"
"observation","NODALROOT2_CONT","NDRT2_COUNT","NODALROOT2_COUNT","integer","","nodal rooting","CO_320:0000007","Count the number of Nodal roots for Plant sample 2","","","","","","1500","629"
"observation","ROOTDENSITY3_CONT","ROOTDENSITY3","ROOTDENSITY3","float","","ROOT DENSITY","","","","","","","","1731","629"
"observation","ROOTLENGTH2_CONT_CM","ROOTLENGTH2_CONT_CM","ROOTLENGTH2_CONT_CM","float","","Roots Lenth","","2nd Plant Sample: Measure of the roots using ruler in centimeter.","","","CM","","","1504","629"
"observation","ROOTDENSITY2_CONT","ROOTDENSITY2","ROOTDENSITY2","float","","ROOT DENSITY","","","","","","","","1730","629"
"observation","ROOTDENSITY1_CONT","ROOTDENSITY1","ROOTDENSITY1","float","","ROOT DENSITY","","","","","","","","1729","629"
"observation","ROOTLENGTH1_CONT_CM","ROOTLENGTH1","ROOTLENGTH1","float","","Roots Lenth","","1st Plant Sample: Measure of the roots using ruler in centimeter.","","","CM","","","1503","629"
"observation","ROOTLENGTH3_CONT_CM","ROOTLENGTH3_CONT_CM","ROOTLENGTH3_CONT_CM","float","","Roots Lenth","","2nd Plant Sample: Measure of the roots using ruler in centimeter.","","","CM","","","1505","629"
"observation","TOTALPLT_BIOMASS","TPLANT_BIOMASS","Wet plant biomass","float","","Plant (biomass)","","Use actual measurement (g) of the whole plant's biomass without drying.
","","","","","","2101","616"
"observation","TROOT_BIOMASS","TROOT_BIOMASS"," Wet root biomass","float","","Plant (biomass)","","Use formula: (TPLANT_BIOMASS - TLEAFD_BIOMASS). This is the actual measurement (g) of the root biomass without drying.

","TROOT_BIOMASS = TOTALPLT_BIOMASS - TOTALLEAF_BIOMASS
","","","","","2103","615"
"observation","TOTALLEAF_BIOMASS","TLEAF_BIOMASS","Wet leaf biomass","float","","Plant (biomass)","","Use actual measurement (g) of the leaf biomass without drying.
","","","","","","2102","613"
"observation","PANNO8_CONT","PANNO8","Number of panicle for sample 8","integer","","Number of panicles","CO_320:0000009","For plant sample 8 - Count the number of panicles.","","","count","","","665","586"
"observation","CTOL_SES5_SEED_SCOR_1_9","CTol SES5 SEED 1-9","Cold tolerance","character varying","","Cold Tolerance SES5","CO_320:0000057","Observe differences in vigor along with subtle changes in leaf color. The optimum time to make observation would be the seeding, tillering, flowering, and mature stages. At growth stage: 1 (seedling), 3-4 (vegetative), 5-9 (reproductive)","","CO_320:0000398","","CO_320:0000399","0-1: No damage to leaves, normal leaf color; 2-3: Tip of leaves slightly dried, folded and light green; 4-5: Some seedlings moderately folded and wilted, 30-50% seedlings dried, pale green to yellowish leaves; 6-7: Seedlings severely rolled and dried; reddish-brown leaves; 8-9: Most seedlings dead and dying","61","576"
"observation","SUB_21DAS","Sub 21DAS","Submergence survival at 21DAS","integer","","Submergence tolerance","CO_320:0000067","Germination ability of lines after flooding. Record the number of plants survived 21 days after seeding.","","","","","","1871","570"
"observation","SUB_14DAS","Sub 14DAS","Submergence survival at 14DAS","integer","","Submergence tolerance","CO_320:0000067","Germination ability of lines after flooding. Record the number of plants survived 14 days after seeding.","","","","","","1870","570"
"observation","PANNO9_CONT","PANNO9","Number of panicle for sample 9","integer","","Number of panicles","CO_320:0000009","For plant sample 9 - Count the number of panicles.","","","count","","","666","566"
"observation","TPLYLD_CONT_PAN","TOTAL_PLOT_YLD_PAN","Total plot yield with panicle samples","float","","Grain yield 2","","Computed as final harvest from a plot + all preliminary sub sample harvested ","TPLYLD_CONT_PAN = AYLD_CONT + GRNWT_PAN_CONT","","grams","","","1145","562"
"observation","ADJAYLD_KG_CONT2","ADJUSTED YIELD FROM HARVESTER","Plotyield from harvester adjusted to 14% MC","float","","Grain yield 2","","","ADJAYLD_KG_CONT2 = GRNYLD_HARV_CON * MF_CONT","","","","","1467","515"
"observation","SUB_7DAS","Sub 7DAS","Submergence survival at 7DAS","integer","","Submergence tolerance","CO_320:0000067","Submergence tolerance 7 days after seeding. Record the number of plants survived.","","","","","","1869","510"
"observation","OFFTPS_VT","OFFTYPE_VT","No of Offtype for very tall plants","integer","","OFFTPS","","Record the no of very tall offtype plants in a plot.","","","","","","2016","505"
"observation","OFFTPS_VE","OFFTYPE_VE","No of Offtype for very early plants","integer","","OFFTPS","","Record the number of very early offtype plants in a plot.","","","","","","2017","502"
"observation","OFFTPS_VL","OFFTYPE_VL","No of Offtype for very late plants","integer","","OFFTPS","","Record the number of very late offtype plants in a plot.","","","","","","2018","498"
